1,1411,1
1,5305,9
1,4750,1
1,5192,1
1,5555,2
1,2653,1
1,4009,2
1,805,2
1,6137,1
1,1229,2
1,685,1
1,117,1
1,652,1
1,4242,1
1,2139,1
1,1001,1
1,1949,1
1,164,1
1,510,1
1,6005,1
1,571,1
1,3040,1
1,941,1
1,2410,1
1,1371,1
1,5699,1
1,1803,1
1,532,1
1,314,1
1,6044,1
1,448,1
1,4728,1
2,2239,1
2,495,3
2,5358,1
2,1291,1
2,4306,1
2,1601,1
2,946,1
2,6145,1
2,4192,2
2,1089,1
2,4819,1
2,2212,1
2,1511,1
2,4230,1
2,993,1
2,1302,1
2,369,4
2,587,1
2,4343,1
2,1267,1
2,4369,1
2,3502,1
2,3217,1
2,4466,1
2,928,1
2,5189,1
2,188,1
2,576,1
2,4698,2
2,2118,1
2,4962,1
2,3299,1
2,82,1
2,1020,1
2,4135,1
3,1291,1
3,1601,1
3,6145,1
3,495,2
3,3251,1
3,2158,1
3,2579,1
3,928,1
3,4192,1
3,1089,1
3,5358,1
4,1964,1
4,4750,1
4,5870,1
4,575,1
4,1387,1
4,1194,1
4,614,1
4,5632,1
4,1986,1
4,2572,1
4,5704,1
4,5299,1
4,2415,1
5,672,1
5,3592,1
5,3742,1
5,1586,1
5,3425,1
5,5725,1
5,5591,1
5,4841,1
5,4915,1
5,5857,1
5,1597,1
5,206,1
5,1342,1
5,4242,1
5,252,1
5,3549,1
5,5608,1
5,5595,1
5,4789,1
5,1756,1
6,3416,1
6,5608,2
6,5797,1
6,1521,1
6,4356,1
6,2919,2
6,2788,1
6,6166,1
6,1271,1
6,3012,1
6,4300,1
6,308,1
6,4350,1
6,2513,1
6,369,1
6,1063,1
6,4331,1
6,46,1
6,4365,1
7,1809,1
7,3772,1
7,3062,1
7,1709,1
7,3223,1
7,3626,1
7,1742,1
7,6224,1
7,2720,1
7,5744,1
7,5492,1
7,3282,1
7,5674,2
7,2962,1
7,5276,1
7,4823,1
7,2201,1
8,3425,1
8,1267,3
8,4009,2
8,2570,1
8,510,2
8,969,2
8,4113,1
8,5960,2
8,1081,2
8,916,2
8,938,3
8,1759,5
8,1030,1
8,378,1
8,1371,1
8,1803,1
8,96,1
8,1949,1
8,3297,1
8,2500,2
8,5601,1
8,4410,1
8,2105,2
8,3629,1
8,5976,1
8,1939,2
8,23,1
8,2433,1
8,1279,1
8,924,1
8,5090,1
8,555,1
8,2790,1
8,3677,1
8,2096,2
8,652,2
8,3583,1
8,1879,1
8,5994,1
8,577,1
8,3038,1
9,282,2
9,6224,1
9,4227,1
9,2671,3
9,681,1
9,5058,2
9,291,1
9,3297,1
9,2812,1
9,1086,2
9,4120,1
9,1095,1
9,3875,1
9,5674,1
9,2814,1
9,2385,1
10,5726,1
10,3046,1
10,2022,1
10,2151,1
10,2661,1
10,576,1
10,3279,1
10,5978,4
10,5238,1
10,4964,2
10,3013,1
10,4576,1
10,3653,2
10,1836,1
10,2393,1
10,457,1
10,3196,2
10,2132,1
10,4942,1
10,1222,1
10,1516,1
10,5608,1
11,6133,5
11,1116,2
11,1259,1
11,3917,2
11,3502,1
11,3166,1
11,3778,2
11,2203,1
11,220,1
11,599,1
11,301,2
11,5358,1
11,2639,1
11,2635,1
11,2572,1
11,3541,1
11,1421,1
11,1761,1
11,2940,1
11,4988,1
11,2075,1
11,6216,1
11,6193,1
11,1811,1
11,4630,1
11,1523,1
11,735,1
11,500,1
11,5524,1
11,4906,1
11,3226,1
11,1310,1
11,4330,1
11,1219,1
11,2923,1
12,289,1
12,5597,5
12,5524,1
12,123,3
12,4900,1
12,2377,2
12,703,1
12,5560,1
12,6106,2
12,2753,1
12,2416,1
12,2124,1
12,2483,1
12,1534,2
12,4300,1
12,504,1
12,392,1
12,4392,2
12,5314,3
12,4228,1
12,3390,1
12,2769,1
12,2599,1
12,5802,1
12,5551,2
12,5873,1
12,4907,1
12,1897,1
12,2556,1
12,3340,1
12,4281,1
12,6269,1
12,5899,1
12,6052,1
12,4982,1
12,4135,1
13,2368,1
13,609,6
13,3344,8
13,3483,4
13,255,3
13,5624,1
13,5597,7
13,2377,3
13,6026,1
13,827,1
13,1235,1
13,1101,1
13,773,1
13,516,1
13,4052,1
13,1474,1
13,4167,1
13,3592,1
13,5646,2
13,2599,1
13,1267,1
13,4375,1
13,6041,1
13,1371,1
13,5261,1
13,240,1
13,5873,1
13,2202,1
13,4183,4
13,3340,1
13,712,1
13,5364,1
13,4502,1
13,3436,6
13,4300,2
13,1949,2
13,2875,1
13,16,1
13,3,2
13,5186,1
13,1168,1
13,5478,1
13,4462,1
13,2074,1
13,2219,1
13,3717,1
14,3483,2
14,6026,1
14,349,1
14,2844,5
14,2377,4
14,4630,1
14,3344,6
14,5597,2
14,1101,2
14,773,2
14,2718,2
14,492,1
14,402,2
14,3697,2
14,4502,1
14,5330,1
14,5543,1
14,959,1
14,609,5
14,827,1
14,1993,1
14,5190,1
14,6216,1
14,901,1
14,5192,1
14,2963,1
14,3529,1
14,1267,1
14,5646,4
14,222,1
14,240,1
14,2202,1
14,805,1
14,2343,1
14,3592,1
14,999,1
14,3061,2
14,4183,1
15,6041,1
15,387,1
15,1102,1
15,353,1
15,3538,3
15,231,1
15,4841,3
15,386,1
15,3918,1
15,5777,1
15,5770,5
15,5365,1
15,4217,1
15,2661,1
15,735,1
15,144,5
15,844,1
15,6106,1
15,1949,1
15,2416,2
15,5912,2
15,2578,1
15,474,2
15,1521,2
15,1437,3
15,2266,1
15,5587,1
15,5527,1
15,32,1
15,1267,1
15,2647,1
15,392,1
15,1435,1
15,5839,1
15,1483,1
15,1863,1
15,3290,2
15,5875,1
15,2969,1
15,5604,1
15,5799,1
15,938,1
15,3046,1
15,2750,1
15,2405,1
15,4444,1
15,2676,1
15,1028,1
15,513,1
15,3811,1
15,889,1
15,1073,1
16,2116,1
16,2271,1
16,5591,5
16,1284,1
16,1949,1
16,6123,2
16,5210,1
16,383,1
16,2245,1
16,4013,1
16,187,2
16,3344,2
16,4165,1
16,5598,1
16,704,1
16,2616,1
16,1324,1
16,1711,2
16,966,2
16,1775,1
16,5318,1
16,2875,1
16,2211,1
16,5175,1
16,1016,1
16,5943,2
16,2771,1
17,3983,3
17,3900,4
17,1267,3
17,1574,2
17,387,1
17,2214,1
17,4428,1
17,3538,1
17,2794,1
17,4500,1
17,510,1
17,5873,1
17,1392,1
17,4841,4
17,2584,1
17,4413,1
17,685,1
17,736,1
17,3765,1
17,3417,1
17,3046,1
17,86,1
17,1300,1
17,1384,1
17,2123,1
17,4300,1
17,2441,1
17,4594,1
17,4315,1
17,5275,1
17,469,2
17,1670,2
17,1252,1
17,3496,1
17,4575,1
17,6075,1
17,508,1
17,3425,1
17,3366,1
17,2080,1
17,1842,1
17,795,1
17,3994,1
17,1526,1
17,2714,1
17,1098,1
17,4522,1
17,4407,1
17,5710,1
17,6041,1
17,4741,1
17,2661,1
18,6041,2
18,1267,2
18,2647,1
18,3538,2
18,387,1
18,4701,1
18,2794,1
18,510,4
18,5873,2
18,4500,2
18,4768,1
18,5885,1
18,5721,1
18,5889,1
18,2441,1
18,1556,1
18,3400,1
18,206,1
18,4592,1
18,614,1
18,5551,2
18,5608,3
18,3417,1
18,1620,1
18,2226,1
18,290,1
18,2252,1
18,715,1
18,5143,1
18,5518,1
18,673,1
18,1252,1
18,5977,1
18,3322,1
18,1174,1
18,2576,2
18,5996,1
18,5742,1
18,5864,1
18,4546,1
18,6005,1
18,4543,1
18,4741,1
18,2199,1
19,261,3
19,2140,1
19,4822,1
19,5403,1
19,1241,2
19,5591,1
19,4930,1
19,4559,1
19,6114,1
19,2505,1
19,4039,1
19,168,1
19,985,1
19,987,1
19,2898,1
19,2821,1
19,2099,1
19,1525,1
